subject experiment item condition time event RT phraseNr phrase button answerLeft answerRight answerCorrect interval responseButton responseGrammatical responseCorrect
1016 practice 0 gram  1353056447.940000 ITISleepStart NA NA NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056447.940000 displayUpdateStart NA 0 NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056447.954000 displayUpdateEnd NA 0 NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056449.240000 ITISleepEnd NA NA NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056449.240000 displayUpdateStart NA 0 NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056449.254000 displayUpdateEnd NA 0 NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056449.654000 displayUpdateStart NA 0.5 NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056449.668000 displayUpdateEnd NA 0.5 NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056449.704000 displayUpdateStart NA 1 NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056449.718000 displayUpdateEnd NA 1 NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056450.005000 signalStart NA NA NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056450.104000 displayUpdateStart NA 1.5 NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056450.119000 displayUpdateEnd NA 1.5 NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056450.154000 displayUpdateStart NA 2 NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056450.168000 displayUpdateEnd NA 2 NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056450.205000 signalEnd NA NA NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056450.404000 signalStart NA NA NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056450.554000 displayUpdateStart NA 2.5 NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056450.568000 displayUpdateEnd NA 2.5 NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056450.604000 displayUpdateStart NA 3 NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056450.605000 signalEnd NA NA NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056450.619000 displayUpdateEnd NA 3 NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056450.804000 signalStart NA NA NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056451.005000 signalEnd NA NA NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056451.204000 signalStart NA NA NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056451.404000 signalEnd NA NA NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056451.604000 signalStart NA NA NA NA NA NA NA NA NA NA NA
1016 practice 0 gram  1353056451.804000 signalEnd NA NA NA NA NA NA NA NA NA NA NA
